X1 X2 X3 X4 X5 X6 Y7 Y8 Y9 Y10 Y11 Y12
21.1887177535648 28.1740029448842 34.8215862746172 39.1001814620153 57.2455059961859 74.0720718816081 16.022630729543 21.103144063171 30.8707968524263 25.8914294487976 30.6834566011188 34.0851901529746
21.8102710476096 32.167389140821 36.6599117979508 48.189148329755 62.4640733739055 81.7866310457429 20.7406791241634 33.3774515597623 34.9500051059607 38.8066283884003 41.9615664417473 46.3619776663165
18.7593106360506 29.242949874796 33.151238102861 44.2892377314698 59.7667914382134 75.9108295379001 20.6911933242711 21.2077651270379 25.61582909388 33.0905320390314 30.418163521596 36.3824996747037
17.007101427194 25.8408947834287 33.3544399601019 46.5401852495624 57.7861980468804 70.4438468320124 20.6252881503825 29.0036406393967 32.7445107156904 34.5880363226044 33.3606402341938 39.7434431935063
28.9337880348007 33.9068410050837 41.6253908606505 49.4555808007483 66.2611022108796 80.5988031776161 20.7338309688923 23.6104513946697 23.8662389054053 31.4097932158685 32.4796460476473 32.9344041843978
15.5032590354326 29.7276175153306 30.9773663677516 42.0635424427912 51.9350804489548 56.2102982659705 22.3847019499615 29.7518384490619 30.6265139213992 32.2851438655526 37.0973013256572 41.7168084757985
16.7522417207472 28.0111676568959 35.975983312632 38.5401627348512 59.5663271508799 67.3867578477669 24.8350658676025 26.7075524024446 27.2987115976504 30.9601334543791 34.3390092343175 33.5027118595213
22.0736335636523 22.9487533095107 30.1792768499791 40.2804003929988 47.288846603998 55.6901374110529 25.7560626925597 27.9553444565649 31.8410109247434 31.9858921282506 39.1742485951872 39.9488883397999
20.2144343969302 20.0365696754589 29.7163640585196 38.0542736970633 45.5833147111316 56.536912296764 21.9044427479016 21.394134944852 30.92353844115 33.8902153742633 34.7998048702313 33.2503115414077
19.1948752124584 28.1961957370294 35.5683637264622 40.5920570136932 55.8407478680011 69.5830308431895 22.5963439647533 22.413357674521 27.1704824713078 25.0580093117427 29.7876738972509 30.9183006220466
21.751159318814 36.0370389435901 39.5418713990275 52.7406119656893 68.2376500056647 84.5074618088819 16.7261185013039 23.6147489765114 25.4670119563175 31.1623795902703 41.1807982592808 45.6635365250928
22.7583927399612 24.3954085384588 31.8644998362627 42.780854818426 54.5280359591299 71.6065397200679 26.1936946425536 15.9846229001795 27.8416115429024 26.8755745281715 27.2429972537027 26.8733028873071
25.2301680188842 24.4764857441691 33.7773979229411 46.8988965893245 50.8409644715404 65.3355707498616 24.723653163249 22.4438672282066 24.1247547731381 29.0144130540858 29.6392643533978 36.0239831854455
